,mag_attr_x,mag_attr_y,mag_attr_z,mic_attr_db,acc_attr_x,acc_attr_y,acc_attr_z,activity
443,-25.894,-30.296,-10.221,54.937735472361,11.351509,19.608511,0.5746084,running
444,-25.09,-32.138,-7.298,54.2750389273678,9.4535055,19.608511,1.4227544,running
445,-23.661,-34.295,-5.59,42.5072032064359,6.715137,16.907253,-0.12928689,running
446,-22.067,-35.877,-4.687,59.7133001703879,5.243302,13.790003,-0.049679685,running
447,-20.417,-36.863,-4.188,61.331400706575,4.496909,10.486005,-0.51475334,running
448,-19.358,-38.058,-3.546,62.6452392744685,4.681263,7.3442135,-0.87208796,running
449,-18.835,-38.688,-2.751,66.0435211174473,5.657499,3.691859,-1.0259154,running
450,-18.835,-39.155,-1.49,62.9411402137877,7.551312,-0.15801731,-0.545878,running
451,-18.835,-39.155,-0.479,58.3366285767622,10.169372,-3.2112231,-0.1592144,running
452,-18.835,-38.665,0.582,58.86201942041,12.015302,-4.0803185,0.700304,running
453,-18.835,-38.665,0.582,58.9987945578505,11.831546,-3.1830912,1.7046716,running
454,-19.154,-38.665,0.582,59.0481356060248,11.299435,-1.3251907,1.2090719,running
455,-19.99,-38.249,-0.001,51.338403543495,11.004948,0.99658644,0.14305355,running
456,-20.86,-37.577,-2.029,62.2864695573512,10.166379,3.280655,-0.13706805,running
457,-21.623,-36.43,-3.854,58.6644562144049,11.206659,12.009914,0.17058687,running
458,-22.131,-35.578,-5.187,57.0317917962293,3.5697548,19.608511,1.3760674,running
459,-22.131,-34.832,-6.901,55.8084018876432,2.2134395,18.737022,5.251083,running
460,-23.771,-32.917,-10.217,45.5255696496161,10.524312,19.608511,7.5165963,running
461,-25.033,-30.67,-12.785,49.4556954579603,10.681132,19.608511,5.7215433,running
462,-25.679,-27.735,-14.953,46.1934622011291,6.742072,19.608511,6.3542113,running
463,-26.367,-25.402,-17.401,41.618675968912,5.0140567,19.599533,4.253299,running
464,-26.969,-23.529,-18.594,45.5598486833516,3.5511997,16.646885,2.4307132,running
465,-26.969,-21.276,-20.698,43.8771599369269,2.3481133,12.78803,1.7280151,running
466,-26.516,-19.338,-22.906,58.7663620488506,1.3413515,10.01734,0.4345476,running
467,-25.669,-18.194,-24.748,45.1831768079747,-0.05267244,9.342773,-0.7799112,running
468,-24.978,-17.189,-26.46,49.036297608405,-1.4502877,9.269152,-1.4700398,running
469,-24.087,-15.707,-28.173,45.9361143369972,-2.831742,7.3460093,-1.2036849,running
470,-22.906,-14.987,-30.317,46.5290807200734,-4.3766007,3.9588125,-0.47644615,running
471,-21.403,-13.873,-32.281,60.5476574850144,-6.6774287,0.75477207,-0.99658644,running
472,-20.344,-13.482,-33.403,54.7331601394727,-9.460688,0.02813187,-2.6192567,running
473,-19.171,-13.482,-34.626,57.4952434233513,-11.092337,2.2331917,-3.8780081,running
474,-19.171,-13.844,-34.626,45.3991872181059,-9.864111,3.2465374,-3.78643,running
475,-19.171,-14.553,-33.644,55.1913942214388,-7.439383,3.269881,-2.4600422,running
476,-20.513,-16.177,-32.26,57.8729607742814,-5.8478374,5.011064,-0.58119243,running
477,-22.082,-17.922,-29.849,57.3956520624553,-3.5691562,14.005482,-0.6739678,running
478,-23.605,-20.898,-26.673,56.3370280367203,3.9390604,19.608511,-3.8977604,running
479,-25.859,-23.321,-20.791,52.8164962693724,7.607576,19.608511,-1.2587515,running
480,-27.243,-26.184,-16.017,65.0825522266739,10.445902,19.608511,-0.74878657,running
481,-27.243,-29.515,-11.018,68.5205966673637,12.372037,19.608511,-4.1258082,running
482,-26.04,-32.008,-7.868,41.0034216750013,12.042834,19.608511,1.5286977,running
483,-24.804,-33.981,-4.286,40.2836692888274,9.282919,18.90342,0.0053869537,running
484,-23.088,-35.879,-2.961,47.8801463293405,7.429806,15.020024,0.30885202,running
485,-21.652,-37.266,-2.961,50.4075408075703,5.7670336,10.916363,-0.28790274,running
486,-20.619,-38.175,-1.889,50.8604390971036,5.0200424,7.6045833,-0.95229375,running
487,-19.998,-38.888,-1.31,43.0107521870272,5.49589,3.7642837,-0.97503865,running
488,-19.508,-38.888,-0.512,52.8362023240471,7.410054,-0.47884035,-0.34237084,running
489,-19.508,-38.888,0.228,56.5641487557189,9.8916445,-3.293823,-0.22565351,running
490,-19.831,-39.308,1.268,56.5776801910495,11.563994,-3.822343,-0.18255788,running
491,-19.831,-38.862,2.51,54.3921148947211,12.026075,-2.943671,0.65182143,running
492,-20.285,-38.862,2.51,59.6996837237898,11.6747265,-1.6950948,0.48602295,running
493,-20.989,-38.23,1.712,47.7653402862179,11.155185,-0.10115502,-0.3513491,running
494,-22.102,-37.597,1.11,60.7302412352056,10.5919485,1.4640543,-0.5770026,running
495,-22.787,-36.535,-0.927,43.2881292740998,10.73979,6.654085,1.0247183,running
496,-23.628,-35.891,-2.05,45.0587161229958,12.643779,15.374965,1.8656816,running
497,-24.217,-34.877,-3.573,42.9227977239107,5.3857565,19.608511,1.5107412,running
498,-25.732,-32.939,-6.616,40.7218583521175,8.441357,19.608511,5.3259015,running
499,-26.846,-31.251,-9.245,44.7122666549559,12.257714,19.608511,4.6351743,running
500,-26.846,-29.054,-11.73,53.8131529910891,7.7171106,19.608511,4.8279076,running
501,-27.586,-27.217,-14.102,55.34357420497,5.1702785,19.523518,3.3207579,running
502,-27.586,-25.524,-16.726,39.720934760034,4.03004,17.07425,1.5975311,running
503,-27.586,-23.454,-18.806,54.8401321037813,2.432509,13.330915,1.1522095,running
504,-27.064,-22.094,-20.941,54.6943834760727,1.06123,10.748769,-0.050278235,running
505,-26.406,-21.141,-23.387,52.956486764063,-0.41479546,9.75697,-1.1971009,running
506,-25.183,-20.008,-25.457,43.6072174092144,-1.5777789,9.194333,-2.0775685,running
507,-24.328,-19.104,-27.389,43.7593372710875,-3.0184898,7.404069,-2.2026656,running
508,-22.789,-17.794,-29.06,48.6209344293535,-5.1505265,4.5340195,-1.8261774,running
509,-21.212,-17.062,-31.14,43.251737489235,-8.20433,1.6843209,-2.3894134,running
510,-19.848,-16.651,-32.591,39.3625160357814,-11.840525,1.283292,-3.620033,running
511,-18.533,-15.574,-34.315,36.0134467797351,-12.252327,2.7024553,-4.2676644,running
512,-18.174,-15.924,-34.761,41.7261788325015,-9.626487,2.634819,-3.3500867,running
513,-18.815,-16.539,-34.014,52.7172260566227,-7.023391,3.3901896,-2.2649148,running
514,-20.309,-17.597,-32.199,54.0463853766869,-5.5006785,5.483919,-0.61112,running
515,-21.922,-19.25,-29.077,54.5474172069754,-3.039439,13.144167,-0.7392098,running
516,-23.843,-22.045,-24.955,55.9437386175473,4.5394063,19.608511,-3.86903,running
517,-25.942,-24.595,-20.454,47.8801250035778,8.903438,19.608511,-1.5011644,running
518,-27.313,-26.766,-15.74,59.8800494645434,12.674904,19.608511,-1.0791864,running
519,-27.313,-30.239,-10.935,55.5817727911601,13.339294,19.608511,-2.9376855,running
520,-26.281,-32.258,-6.916,43.0322583963399,11.689092,19.608511,1.8800468,running
521,-24.56,-33.804,-4.393,58.9751807788992,9.515755,18.822615,0.21787235,running
522,-23.254,-36.018,-2.946,44.0615331775281,7.4058642,14.382568,0.14844051,running
523,-21.67,-37.033,-2.326,59.9728977596786,5.271434,10.107721,0.24959552,running
524,-20.805,-38.046,-1.965,57.5681558650308,4.2024226,7.116166,-0.18375498,running
525,-20.002,-38.462,-1.6,56.6506554540652,4.5238442,3.5972881,-0.35673606,running
526,-19.691,-38.462,-0.79,55.1587099099734,6.5840545,-0.08140286,0.19512744,running
527,-20.063,-38.462,0.172,58.9476224803619,9.485827,-2.6120741,-0.08499416,running
528,-20.532,-38.154,1.445,58.6220237667876,11.592725,-3.4518404,0.22804771,running
529,-20.532,-38.154,2.182,47.1542696260623,11.681909,-3.2842462,1.6681601,running
530,-21.104,-37.351,2.182,55.2812878976892,10.994773,-1.8872294,1.2054806,running
531,-21.652,-37.351,1.872,42.303969288693,10.71525,-0.88286185,0.3597288,running
532,-22.933,-36.251,0.19,54.9942675102115,9.894038,0.42437226,-0.7146692,running
533,-23.757,-35.418,-0.63,60.072962664085,9.184756,2.7964275,-0.18255788,running
534,-24.502,-34.397,-2.154,64.0901543018344,11.575367,16.6409,0.53570265,running
535,-25.685,-33.74,-2.835,61.1804587240937,6.1207767,19.353529,2.204461,running
536,-26.991,-31.788,-5.119,38.9840934154497,12.230181,19.608511,5.715558,running
537,-28.512,-29.714,-6.942,39.9386188571198,15.822082,19.608511,5.1409497,running
538,-29.38,-27.874,-8.868,35.0564145892075,11.149199,19.608511,5.781997,running
539,-29.38,-26.194,-11.529,33.2854552445323,8.151658,19.608511,2.7629087,running
540,-29.016,-24.668,-14.337,49.2536813800244,5.2959743,17.152061,1.0636241,running
541,-28.375,-23.356,-17.79,57.876180787793,2.1655555,12.151173,-0.024540568,running
542,-26.072,-22.1,-21.644,39.8018711811494,-0.41479546,9.200917,-1.8387469,running
543,-24.56,-21.025,-24.507,41.4027631013831,-2.4911668,8.240842,-3.0998926,running
544,-23.158,-20.17,-27.227,36.8247195084641,-3.738546,7.813477,-3.696049,running
545,-21.67,-19.238,-29.629,46.6229462731014,-4.7901993,6.084265,-3.0579941,running
546,-20.069,-18.119,-31.822,50.028264974652,-6.3667808,3.2052376,-2.088941,running
547,-18.583,-17.314,-33.483,56.1287358595083,-8.849568,0.65301853,-2.0278888,running
548,-16.63,-16.5,-35.066,57.4792735286564,-10.893019,0.98341835,-3.3746274,running
549,-15.47,-16.5,-35.974,43.5331974798335,-10.880449,2.944868,-4.1102457,running
550,-14.608,-16.5,-36.454,43.6794384245636,-9.01417,3.383007,-3.2477345,running
551,-14.91,-17.149,-35.74,38.6961153186602,-7.3388267,3.681085,-2.2625206,running
552,-16.68,-18.31,-33.708,37.798235460028,-6.453571,5.1235914,-1.0271125,running
553,-18.032,-20.295,-31.52,35.6899827421037,-4.453215,13.207015,-1.0199299,running
554,-19.764,-22.27,-28.602,49.5075680226876,4.525041,19.608511,-4.6920366,running
555,-22.062,-24.864,-23.556,52.760630740789,9.507375,19.608511,-1.3976152,running
556,-23.873,-27.279,-18.574,50.1069481310521,12.847885,19.608511,0.035913024,running
557,-24.27,-30.053,-14.421,48.8874937265108,12.326548,19.608511,0.45908818,running
558,-23.588,-32.226,-10.617,38.5628756311558,9.88925,19.608511,2.6473885,running
559,-22.54,-34.121,-7.989,42.2323997559764,8.934562,19.542072,0.38187516,running
560,-21.107,-35.102,-5.848,47.9105911081053,7.067085,14.557344,0.59017074,running
561,-19.935,-36.511,-5.4,47.994870651802,4.921282,10.253767,0.6344634,running
562,-19.221,-37.641,-4.318,53.3655540690719,4.1395745,6.7241154,-0.50876784,running
563,-18.917,-37.641,-3.294,52.1980041072719,4.721366,2.259528,-0.7350199,running
564,-18.917,-37.641,-2.04,54.4731862811063,6.9707184,-2.1146786,-0.24600422,running
565,-19.508,-37.641,-1.362,58.0476941355152,10.254965,-4.8733974,-0.16759412,running
566,-20.251,-37.641,0.634,48.3136980955035,11.383232,-5.1960163,-0.11971009,running
567,-20.251,-37.3,1.585,39.310304339481,11.802815,-4.301782,0.4429273,running
568,-20.787,-37.3,0.909,50.6847703736388,10.907384,-2.4839842,0.34117374,running
569,-21.287,-36.756,0.909,56.7337541357398,10.424355,-0.3286042,-0.66259533,running
570,-22.689,-36.152,0.401,40.6062749261451,9.710882,1.560421,-1.5298948,running
571,-23.335,-35.04,-0.215,55.4143399153878,9.053674,4.5118732,0.66498953,running
572,-23.335,-34.475,-1.693,54.291406196588,10.849325,16.934788,3.2040405,running
573,-24.455,-33.88,-3.506,58.380314047146,7.8823104,19.515139,2.52289,running
574,-25.621,-32.046,-6.245,54.8648976657582,14.106038,19.608511,5.1200004,running
575,-26.741,-30.836,-8.987,55.2224875932809,13.97316,19.608511,4.6351743,running
576,-26.741,-29.634,-10.922,54.0937980788408,7.741651,19.608511,5.1020436,running
577,-27.096,-29.058,-12.788,57.863195321222,5.590461,19.598934,2.3798366,running
578,-26.568,-27.583,-14.781,57.0566273575087,3.791817,15.995662,1.0372878,running
579,-25.942,-26.651,-17.356,58.4112678516807,1.411382,12.0159,-0.22445641,running
580,-24.934,-25.466,-20.066,41.921074629054,-1.1569979,9.803059,-2.166154,running
581,-23.861,-24.972,-22.576,47.120527796729,-3.502717,9.178172,-3.8839936,running
582,-22.879,-23.951,-25.053,34.9725492602612,-5.085284,8.397662,-4.361637,running
583,-21.688,-23.022,-27.537,35.409455835724,-6.136339,5.7808,-2.9580362,running
584,-20.474,-21.629,-29.701,38.2935109791329,-8.002021,2.4450784,-2.291251,running
585,-18.968,-20.521,-31.471,51.2798918740941,-10.222044,1.0582372,-2.2337902,running
586,-17.62,-19.255,-32.592,40.8042326509855,-10.961852,2.1547816,-2.9496565,running
587,-16.815,-19.255,-33.273,47.7249300186147,-9.97185,3.1358056,-3.365649,running
588,-16.815,-20.121,-33.273,52.9828408805952,-8.325836,3.5571852,-2.9251158,running
589,-18.003,-20.848,-31.399,51.2837845918375,-7.119757,4.321534,-2.409764,running
590,-19.909,-22.087,-29.557,59.2292859693445,-6.1626754,6.0645127,-1.5209166,running
591,-21.269,-23.391,-26.756,47.4775367463488,-3.2213984,15.768212,-2.0667946,running
592,-22.723,-25.042,-22.964,61.6011414667906,6.4661403,19.608511,-7.033566,running
593,-25.082,-27.021,-17.639,52.5955153431428,11.419145,19.608511,-2.7162218,running
594,-26.264,-28.91,-13.031,53.3105546425305,15.144523,19.608511,-1.204882,running
595,-25.889,-30.87,-9.111,61.3169706304723,14.426262,19.608511,1.5119383,running
596,-24.525,-32.948,-6.413,52.6061080774969,9.478644,19.608511,1.6956934,running
597,-23.075,-34.506,-4.588,52.2933727300514,7.713519,17.382504,-0.054468088,running
598,-22.094,-35.577,-4.121,45.4687538751741,6.1770406,11.928512,0.3393781,running
599,-20.87,-36.509,-3.684,57.1504309418717,4.210802,7.4830775,0.20590134,running
600,-20.098,-37.132,-4.122,56.6617813808306,3.5859156,3.4159272,-0.53211135,running
601,-20.098,-37.713,-2.677,54.3642127868738,4.004901,1.073201,-1.2443863,running
602,-20.098,-37.713,-2.038,59.7931422932519,6.4751186,-3.5649664,-1.42455,running
603,-21.04,-37.713,-0.947,61.54639700075,10.658387,-5.1523223,-1.4951789,running
604,-21.343,-37.167,0.613,58.0838910639597,12.785636,-4.1515455,-0.64463884,running
605,-21.694,-37.167,1.057,55.8473812153552,12.683284,-3.043629,0.33877954,running
606,-22.209,-36.766,1.057,61.122070893073,11.74715,-1.0444705,0.040102877,running
607,-23.248,-35.762,0.72,59.2987232859538,10.296863,1.0941502,-1.4371196,running
608,-24.073,-35.128,-0.395,59.0825434757707,8.922591,1.5879543,-0.74399817,running
609,-24.948,-34.126,-2.301,53.952264921463,9.999982,5.7664347,1.9776106,running
610,-25.872,-32.623,-3.895,40.7716591279109,13.1950445,19.608511,3.0963013,running
611,-26.629,-31.639,-6.758,49.7379243695473,9.510367,19.608511,3.1627405,running
612,-27.478,-30.151,-9.451,63.0662624347056,14.111424,19.608511,6.205172,running
613,-27.478,-28.523,-11.811,63.3102270698351,9.586384,19.608511,5.204396,running
614,-27.478,-27.22,-14.175,60.5309740020447,5.3354783,19.608511,4.03004,running
615,-27.478,-25.741,-16.134,46.6862535012018,3.7487214,17.66023,1.1474211,running
616,-26.928,-24.822,-19.009,41.2456302038107,1.702876,12.86644,0.53211135,running
617,-25.755,-23.348,-21.534,39.6268346448551,-0.1364695,9.5492735,-0.5093664,running
618,-25.012,-22.599,-23.301,45.4530983543474,-1.7866731,8.311471,-2.15957,running
619,-23.629,-22.599,-25.209,55.0483665881481,-3.2944214,8.341399,-3.2668881,running
620,-22.517,-21.418,-27.574,63.0347305611274,-4.8141413,7.0126166,-2.92751,running
621,-21.06,-20.875,-29.562,50.9748943664158,-6.747459,3.8804023,-2.207454,running
622,-19.49,-20.44,-31.947,62.9184707417053,-9.185355,1.4766239,-2.44448,running
623,-17.773,-19.755,-32.902,57.3477987405425,-10.647015,1.5765818,-2.7635074,running
624,-16.36,-19.178,-34.324,58.3540238804821,-10.25676,2.4720132,-2.7802668,running
625,-15.823,-19.819,-34.324,49.5957957655976,-8.792706,3.1381998,-2.355296,running
626,-15.823,-20.79,-33.366,58.020109039603,-7.379528,3.8540661,-1.6112977,running
627,-18.029,-22.123,-31.422,44.2950674783039,-5.9920883,5.482722,-0.64463884,running
628,-19.885,-23.342,-28.883,49.9175393627508,-2.9550436,15.609596,-1.5107412,running
629,-21.917,-24.621,-25.041,62.846273246932,6.6056023,19.608511,-5.3420625,running
630,-24.803,-26.739,-19.879,57.9863690055542,11.423335,19.608511,0.02813187,running
631,-26.176,-28.585,-14.367,55.4865081980105,12.975975,19.608511,-0.52732295,running
632,-26.536,-30.224,-10.896,67.4985299178938,12.452243,19.608511,1.0803835,running
633,-26.062,-32.028,-7.928,45.3941849492764,9.215881,18.63886,0.90620536,running
634,-25.036,-33.253,-6.561,59.2889139540111,8.055291,15.25286,-1.0767922,running
635,-24.108,-34.445,-5.284,39.8473251509076,6.595427,11.258734,-0.5542577,running
636,-23.452,-35.324,-4.183,49.2923767805168,5.1906295,9.582193,-0.19871874,running
637,-22.889,-35.887,-3.184,51.7068439999423,4.8374844,6.375759,-0.26994625,running
638,-22.889,-35.887,-2.156,52.2164877052423,4.7680526,2.9418752,-0.26396075,running
639,-22.889,-35.887,-1.098,55.7954256079232,5.6102133,-0.16519992,-0.32621,running
640,-23.278,-35.887,-0.64,57.4581231488011,7.3286514,-2.765303,-0.8643068,running
641,-23.889,-35.887,0.634,65.5489404537381,9.426571,-4.2479124,-0.7344214,running
642,-23.889,-35.887,1.275,65.1320075487479,10.693104,-4.24073,-0.031124622,running
643,-24.195,-35.887,1.586,60.7634445996793,10.885837,-2.3020248,0.12509704,running
644,-24.899,-35.887,1.586,60.4767998812926,10.957663,0.47165772,-0.4201824,running
645,-25.363,-35.044,1.2,64.3255930175271,11.42094,3.7361517,0.80445176,running
646,-25.834,-35.044,1.2,62.8462258423381,14.667479,16.456545,1.7100586,running
647,-25.834,-33.882,-0.331,40.7538154715435,9.2907,19.608511,1.9321208,running
648,-25.834,-33.142,-3.919,41.7712495428464,13.467384,19.608511,4.7243586,running
649,-26.818,-31.921,-6.031,41.6689341078475,13.882778,19.608511,4.1802764,running
650,-27.488,-31.42,-8.63,43.9946254029715,8.110957,19.608511,4.520851,running
651,-27.819,-29.765,-10.571,43.51432542438,5.2480903,19.608511,1.970428,running
652,-27.819,-28.33,-13.742,45.6693221273736,3.5416229,16.38053,0.5243302,running
653,-27.819,-26.985,-16.325,55.2710437697692,1.5622166,12.188282,0.338181,running
654,-27.105,-25.244,-19.018,59.2472014417244,-0.21308395,9.826403,-0.7350199,running
655,-26.351,-23.823,-21.318,58.7661645267025,-1.8195933,9.150041,-1.7591397,running
656,-25.695,-22.836,-23.49,59.7491455987082,-3.0424318,8.449138,-2.2756886,running
657,-24.664,-21.366,-26.785,64.9397277921547,-4.6417584,5.9382186,-2.309806,running
658,-23.695,-19.935,-28.948,44.0575230925689,-6.8647747,2.9358897,-2.2523453,running
659,-22.476,-18.812,-30.702,45.5300537161162,-9.586982,1.0055647,-2.552219,running
660,-21.009,-17.694,-32.847,54.7870934080134,-11.2312,1.3096284,-3.4207156,running
661,-19.519,-16.989,-34.075,45.04355822428,-10.220248,2.3050177,-3.5416229,running
662,-18.598,-16.989,-34.075,46.3865463492449,-7.8829093,2.5474305,-2.545635,running
663,-18.91,-17.982,-33.332,43.1962060388364,-5.7825956,3.788824,-1.5077485,running
664,-20.121,-19.296,-31.845,49.1377541376204,-3.980959,7.349601,0.093972415,running
665,-21.388,-21.488,-28.55,51.8907739946993,1.5634137,18.964472,-1.4915876,running
666,-22.869,-24.432,-24.356,48.2959707269504,8.277952,19.608511,-4.003105,running
667,-24.696,-27.262,-19.055,40.3741403853065,10.313024,19.608511,1.4862007,running
668,-24.696,-30.715,-15.147,38.2714661447362,9.715072,19.608511,-0.12449849,running
669,-23.503,-33.296,-11.607,50.0559074522423,10.069414,19.608511,2.6390088,running
670,-21.907,-35.163,-9.371,58.1547157970173,6.3344593,19.525911,1.1575965,running
671,-20.429,-36.773,-7.995,61.9282566248852,4.981137,16.856976,-0.022146367,running
672,-19.233,-38.198,-6.367,61.9775535109981,4.0898952,14.605229,0.15263036,running
673,-18.649,-39.244,-5.076,60.20569633846,3.2309752,10.840346,0.23403321,running
674,-17.959,-39.244,-3.483,58.3110327821757,4.152743,7.6530657,-0.40462008,running
675,-17.959,-39.865,-1.928,45.0716241084849,5.5060654,4.1216183,-0.5327099,running
676,-18.379,-39.865,-0.45,51.6849950305028,7.2741833,0.8379706,-0.109534726,running
677,-18.927,-39.865,1.348,41.495135179086,9.370307,-2.0069396,0.034715924,running
678,-18.927,-39.39,2.285,40.8093878088508,11.496957,-4.068946,0.34356794,running
679,-18.927,-39.718,2.285,36.8917862201899,12.070967,-4.498705,0.9223662,running
680,-19.49,-39.254,2.285,41.1510930968463,11.302427,-2.4480712,0.34356794,running
681,-19.958,-39.254,1.42,37.46420791152,10.408792,0.31304187,-1.1725603,running
682,-20.942,-38.533,0.416,37.7463968705661,9.132084,2.497751,-1.4838065,running
683,-21.627,-37.599,-0.408,37.3201900915857,9.824607,8.287529,0.91458505,running
684,-22.334,-36.309,-1.333,38.8786978923851,10.694899,19.608511,2.1021092,running
685,-23.208,-35.717,-3.735,36.3854676292199,6.533178,19.608511,2.9885623,running
686,-24.765,-33.967,-6.391,53.9690534651247,13.080122,19.608511,5.7029886,running
687,-26.074,-32.572,-9.556,37.4202626462142,11.365874,19.608511,4.111443,running
688,-26.646,-30.749,-11.34,37.7501910216223,6.1985884,19.608511,3.9025488,running
689,-26.646,-28.823,-14.375,53.6484622688736,4.0294414,19.530102,1.5101427,running
690,-26.646,-26.979,-17.074,42.4588009875247,2.232593,15.226524,0.7032967,running
691,-26.646,-25.367,-19.734,33.2861700615149,0.5129577,11.623849,-0.48362875,running
692,-25.772,-24.006,-21.791,35.8777159301958,-1.1587936,9.623494,-1.9548657,running
693,-25.257,-22.776,-24.322,39.3629845084924,-2.4025815,8.761581,-2.9616275,running
694,-24.157,-20.983,-25.769,35.7037611355854,-3.3632548,7.728483,-3.0753522,running
695,-23.223,-20.153,-28.108,39.5350851764966,-4.76925,5.4964886,-1.9363106,running
696,-21.792,-18.829,-30.679,40.6372297897964,-6.782175,2.6701334,-1.2054806,running
697,-20.265,-17.428,-32.139,44.0167652766892,-9.509171,0.92296475,-1.9357121,running
698,-18.45,-16.682,-34.429,38.2030838568452,-11.3138,1.5275006,-3.083732,running
699,-16.931,-16.682,-35.076,52.6432782272177,-10.8708725,2.3427265,-3.271078,running
700,-15.774,-16.987,-35.778,53.3217440802381,-8.867524,2.5127146,-2.5474305,running
701,-16.473,-17.617,-34.318,53.9242310548799,-6.8007298,3.4703953,-1.7705121,running
702,-18.074,-18.678,-32.495,39.849936617301,-4.348469,7.1706343,-0.8391677,running
703,-20.387,-20.536,-30.226,39.6533020669706,1.6496049,19.558832,-2.3038206,running
704,-22.509,-22.97,-25.581,40.9103758059886,10.386645,19.608511,-4.450821,running
705,-24.996,-25.468,-20.14,40.2645999998753,14.599842,19.608511,2.771887,running
706,-26.025,-27.931,-15.15,39.2748707497496,14.593258,19.608511,0.55844754,running
707,-25.248,-30.595,-12.583,40.8561081737273,13.626599,19.608511,3.2603042,running
708,-24.156,-32.238,-10.691,34.5993768160431,10.547057,19.387648,3.2309752,running
709,-22.883,-33.75,-9.072,39.6741221456235,9.257779,16.417639,0.6063316,running
710,-20.759,-35.198,-9.617,37.4618603689744,6.6403184,11.876437,2.421735,running
711,-19.537,-36.791,-9.196,37.9096955193202,3.903746,8.583213,2.5701754,running
712,-18.046,-37.866,-9.196,38.2794996195074,2.794632,5.6281695,1.2593501,running
713,-17.134,-38.177,-9.55,47.303453986979,3.0424318,2.498948,1.1067197,running
714,-17.134,-38.722,-9.55,42.6928177449584,4.635773,-0.31902736,1.1623849,running
715,-17.742,-38.113,-8.447,38.1607196262713,7.098808,-2.9358897,0.43873745,running
716,-18.493,-37.788,-8.447,54.7046657575788,10.192117,-4.618415,1.0085574,running
717,-19.245,-37.471,-7.075,53.8274299587965,12.753913,-3.1800983,2.336741,running
718,-20.03,-37.135,-7.075,51.9825114668502,13.820529,0.65301853,2.0512323,running
719,-20.568,-36.773,-7.075,55.0098796694667,12.2002535,3.50152,1.0271125,running
720,-21.289,-36.773,-7.691,56.1239396201619,11.931504,10.052056,2.0913353,running
721,-20.986,-36.087,-9.21,55.5294000222171,7.27957,19.439121,3.0855274,running
722,-20.362,-34.977,-12.002,52.2961425765138,4.992509,19.187132,5.2528787,running
723,-20.944,-33.033,-16.542,52.9905697086472,9.120711,19.608511,6.1129956,running
724,-21.316,-31.552,-18.585,55.8177353225489,4.8578353,19.608511,4.8398786,running
725,-21.797,-30.268,-20.843,51.1239288719133,1.8381484,19.608511,5.5126495,running
726,-22.122,-27.949,-22.381,55.3311070483162,2.7222073,19.449297,3.970185,running
727,-22.122,-25.836,-23.196,48.9993440708436,2.2038627,15.217546,2.7377696,running
728,-22.122,-23.356,-25.473,46.2809724786678,0.35075054,12.217611,0.6440403,running
729,-22.122,-21.176,-27.775,61.2331639785186,-1.9315223,11.170747,-1.4137762,running
730,-21.678,-19.329,-29.879,36.8007830690927,-3.280655,9.695918,-1.7597382,running
731,-21.211,-17.434,-30.879,40.9814962091397,-3.8349125,6.293159,-0.7374141,running
732,-20.578,-15.727,-32.891,34.8278820079031,-5.039196,2.9873652,-0.7194576,running
733,-19.873,-15.0,-34.236,39.3481174353331,-7.577648,0.6805518,-1.54845,running
734,-19.314,-14.495,-35.467,38.7537290604481,-10.254366,0.20470424,-2.8616695,running
735,-18.434,-14.495,-36.004,43.5470895710448,-10.7433815,1.3850456,-3.477578,running
736,-17.466,-15.226,-35.578,55.2676568033579,-9.036316,2.123657,-2.7150247,running
737,-16.773,-16.162,-35.578,35.5171585665755,-7.050924,3.2106245,-1.6274586,running
738,-17.14,-18.122,-35.208,35.7670760890432,-4.6603136,6.39192,0.2693477,running
739,-17.774,-20.222,-32.667,39.6936638737588,0.7529764,18.335993,-0.45609543,running
740,-19.134,-23.411,-29.098,40.442004036012,8.515577,19.608511,-3.5936968,running
741,-20.742,-27.081,-24.081,52.6642652666049,9.5798,19.608511,1.982399,running
742,-21.214,-30.645,-20.225,61.6313968697215,8.22528,19.608511,2.6372132,running
743,-20.306,-33.033,-17.506,52.4726736930024,8.781333,19.608511,2.4349031,running
744,-19.306,-34.858,-16.198,48.0792904046027,9.180567,19.608511,3.9366663,running
745,-17.646,-36.599,-15.112,40.5059852368743,8.322245,19.14284,1.376666,running
746,-15.386,-37.727,-15.112,51.7057963908007,4.534618,14.762049,3.5541923,running
747,-13.182,-38.856,-15.112,45.4462008103541,1.8154035,10.96664,3.7349546,running
748,-11.277,-39.315,-15.501,57.9928989705848,2.4061728,8.206126,3.141791,running
749,-10.459,-39.797,-16.326,61.9190943798299,3.681085,4.8320975,2.9346926,running
750,-9.829,-39.797,-16.326,48.459109071555,5.258864,1.9075803,2.1428106,running
751,-9.829,-39.797,-16.326,59.1097288128989,6.851607,-0.08678981,1.4341269,running
752,-10.273,-39.483,-16.326,42.9049569708665,8.853758,-1.7226281,0.8655039,running
753,-11.238,-39.839,-15.667,43.7598168545417,11.283274,-2.094328,1.4939818,running
754,-11.238,-39.076,-15.667,39.6509950846885,12.748526,0.26515785,3.0268695,running
755,-11.685,-39.076,-15.667,41.9239511414759,11.410167,2.1350293,3.83192,running
756,-11.381,-38.388,-16.601,41.7339159372571,9.375694,5.2020016,4.5621514,running
757,-10.719,-37.95,-18.013,39.8054428129365,8.474277,18.904617,6.803124,running
